"Eldegoss","https://static.wikia.nocookie.net/espokemon/images/d/da/Eldegoss.png/revision/latest/scale-to-width-down/350?cb=20190605141528","Tipo planta","","Pelusa","Regeneración","Es capaz de recorrer grandes distancias empujado por el viento y controla la dirección en la que viaja moviendo sus pétalos y su cuerpo. Se dice que las pequeñas semillas que contiene son muy nutritivas y beneficiosas tanto para personas como para Pokémon. Eldegoss nutre la tierra de la región de Galar esparciendo estas semillas con la ayuda del viento."
"Electabuzz","https://static.wikia.nocookie.net/espokemon/images/3/3a/Electabuzz.png/revision/latest/scale-to-width-down/260?cb=20080908162703","Tipo eléctrico","","Electricidad estática","","Electabuzz es un Pokémon de tipo eléctrico introducido en la primera generación. Es la contraparte de Magmar y Jynx. A partir de la segunda generación es la evolución de Elekid."
"Electivire","https://static.wikia.nocookie.net/espokemon/images/e/ee/Electivire.png/revision/latest/scale-to-width-down/260?cb=20080911163006","Tipo eléctrico","","Electromotor","","Electivire es un Pokémon de tipo eléctrico introducido en la cuarta generación. Es la evolución de Electabuzz y la contraparte de Magmortar. Es un Pokémon adelantado."
"Electrike","https://static.wikia.nocookie.net/espokemon/images/0/07/Electrike.png/revision/latest/scale-to-width-down/350?cb=20170617012830","Tipo eléctrico","","Elect. estát.","Pararrayos","Electrike es un Pokémon de tipo eléctrico introducido en la tercera generación."
"Electrode","https://static.wikia.nocookie.net/espokemon/images/5/52/Electrode.png/revision/latest/scale-to-width-down/260?cb=20090916181157","Tipo eléctrico","","Insonorizar","Electricidad estática","Electrode es un Pokémon artificial de tipo eléctrico introducido en la primera generación. Es la evolución de Voltorb."
"Elekid","https://static.wikia.nocookie.net/espokemon/images/a/a6/Elekid.png/revision/latest/scale-to-width-down/350?cb=20170617012949","Tipo eléctrico","","Electricidad estática","","Elekid es un Pokémon bebé de tipo eléctrico introducido en la segunda generación. Es la preevolución de Electabuzz. También es un Pokémon adelantado y la contraparte de Magby y Smoochum."
"Elgyem","https://static.wikia.nocookie.net/espokemon/images/c/c0/Elgyem.png/revision/latest/scale-to-width-down/350?cb=20170617013310","Tipo psíquico","","Telepatía","Sincronía","Elgyem es un Pokémon de tipo psíquico introducido en la quinta generación."
"Emboar","https://static.wikia.nocookie.net/espokemon/images/1/15/Emboar.png/revision/latest/scale-to-width-down/260?cb=20140423004425","Tipo fuego","Tipo lucha","Mar llamas","","Emboar es un Pokémon de tipo fuego/lucha introducido en la quinta generación. Es la evolución de Pignite."
"Emolga","https://static.wikia.nocookie.net/espokemon/images/9/95/Emolga.png/revision/latest/scale-to-width-down/350?cb=20150321124404","Tipo eléctrico","Tipo volador","Electricidad estática","","Su nombre proviene de la ardilla voladora japonesa, conocida como momonga en Japón. La letra E de la palabra inglesa electric (eléctrico), tipo al que pertenece este Pokémon."
"Empoleon","https://static.wikia.nocookie.net/espokemon/images/b/bb/Empoleon.png/revision/latest/scale-to-width-down/350?cb=20151017104240","Tipo agua","Tipo acero","Torrente","","Empoleon es un Pokémon de tipo agua/acero introducido en la cuarta generación. Es la evolución de Prinplup."
"Entei","https://static.wikia.nocookie.net/espokemon/images/0/0a/Entei.png/revision/latest/scale-to-width-down/260?cb=20140212210819","Tipo fuego","","Presión","","Su nombre proviene de 炎 en (llama) y 皇帝 kotei (emperador). Cabe destacar que también existe la palabra 炎帝 entei que, derivada de las dos anteiores, significa literalmente ""emperador de las llamas""."
"Escavalier","https://static.wikia.nocookie.net/espokemon/images/3/33/Escavalier.png/revision/latest/scale-to-width-down/260?cb=20110111021014","Tipo bicho","Tipo acero","Enjambre","Caparazón","Escavalier es un Pokémon de tipo bicho/acero introducido en la quinta generación. Es la forma evolucionada de Karrablast y la contraparte de Accelgor."
"Espeon","https://static.wikia.nocookie.net/espokemon/images/e/ef/Espeon.png/revision/latest/scale-to-width-down/260?cb=20140207194902","Tipo psíquico","","Sincronía","","Espeon es un Pokémon de tipo psíquico introducido en la segunda generación. Es una de las ocho posibles evoluciones de Eevee."
"Espurr","https://static.wikia.nocookie.net/espokemon/images/9/99/Espurr.png/revision/latest/scale-to-width-down/350?cb=20170617013653","Tipo psíquico","","Vista lince","Allanamiento","Espurr es un Pokémon de tipo psíquico introducido en la sexta generación."
"Eternatus","https://static.wikia.nocookie.net/espokemon/images/1/16/Eternatus.png/revision/latest/scale-to-width-down/350?cb=20200910125323","Tipo veneno","Tipo dragón","Presión","","Eternatus es un Pokémon que se parece a un dragón."
"Excadrill","https://static.wikia.nocookie.net/espokemon/images/0/0c/Excadrill.png/revision/latest/scale-to-width-down/260?cb=20101219050619","Tipo tierra","Tipo acero","Ímpetu arena","Poder arena","Excadrill es un Pokémon de tipo tierra/acero introducido en la quinta generación. Es la evolución de Drilbur."
"Exeggcute","https://static.wikia.nocookie.net/espokemon/images/5/5f/Exeggcute.png/revision/latest/scale-to-width-down/350?cb=20170617013826","Tipo planta","Tipo psíquico","Clorofila","","Exeggcute es un Pokémon de tipo planta/psíquico introducido en la primera generación."
"Exeggutor","https://static.wikia.nocookie.net/espokemon/images/e/e0/Exeggutor.png/revision/latest/scale-to-width-down/260?cb=20080908162819","Tipo planta","Tipo psíquico","Clorofila","","Exeggutor es un Pokémon de tipo planta/psíquico introducido en la primera generación. Es la forma habitual del Exeggutor de Alola. En ambas variantes, es la evolución de Exeggcute."
"Exeggutor de Alola","https://static.wikia.nocookie.net/espokemon/images/f/f9/Exeggutor_de_Alola.png/revision/latest/scale-to-width-down/350?cb=20160801133844","Tipo planta","Tipo dragón","Cacheo","","Exeggutor de Alola es un Pokémon de tipo planta/dragón introducido en la séptima generación. Es la forma regional de Alola de Exeggutor y una de las posibles evoluciones de Exeggcute."
"Exploud","https://static.wikia.nocookie.net/espokemon/images/2/21/Exploud.png/revision/latest/scale-to-width-down/350?cb=20170617014146","Tipo normal","","Insonorizar","","Exploud es un Pokémon de tipo normal introducido en la tercera generación. Es la forma evolucionada de Loudred."
"Falinks","https://static.wikia.nocookie.net/espokemon/images/4/41/Falinks.png/revision/latest/scale-to-width-down/350?cb=20200917222005","Tipo lucha","","Armadura batalla","","Falinks está basado en una falange, una formación táctica en la que un ejército lucha con sus miembros próximos entre sí."
"Farfetch'd","https://static.wikia.nocookie.net/espokemon/images/b/b5/Farfetch%27d.png/revision/latest/scale-to-width-down/350?cb=20170617014300","Tipo normal","Tipo volador","Vista lince","Foco interno","Farfetch'd es un Pokémon de tipo normal/volador introducido en la primera generación."
"Farfetch'd de Galar","https://static.wikia.nocookie.net/espokemon/images/c/c3/Farfetch%27d_de_Galar.png/revision/latest/scale-to-width-down/350?cb=20200804062520","Tipo lucha","","Impasible","","Es probable que el Farfetch'd de Galar esté inspirado en un atleta de lanzamiento de martillo debido a la forma en que maneja su puerro, como balancearlo en un movimiento circular durante sus ataques. También puede estar basado en un lanzador de jabalina."
"Fearow","https://static.wikia.nocookie.net/espokemon/images/4/41/Fearow.png/revision/latest/scale-to-width-down/350?cb=20170617014432","Tipo normal","Tipo volador","Vista lince","","Su nombre proviene de las palabras en inglés fear (miedo) y sparrow (gorrión). También hay posibilidad de que su nombre provenga de fear (miedo) y arrow (flecha o lanza) por la forma de su pico o de row (bronca) por su fuerte carácter, como puede apreciarse en el anime."
"Feebas","https://static.wikia.nocookie.net/espokemon/images/2/25/Feebas.png/revision/latest/scale-to-width-down/260?cb=20080910095024","Tipo agua","","Nado rápido","Despiste","Feebas es un Pokémon de tipo agua introducido en la tercera generación. Es la contraparte de Magikarp."
"Fennekin","https://static.wikia.nocookie.net/espokemon/images/1/11/Fennekin.png/revision/latest/scale-to-width-down/260?cb=20131014044448","Tipo fuego","","Mar llamas","","Fennekin es un Pokémon de tipo fuego introducido en la sexta generación. Se trata de uno de los Pokémon iniciales que pueden elegir los entrenadores que comienzan su aventura en la región de Kalos, junto con Chespin y Froakie."
"Feraligatr","https://static.wikia.nocookie.net/espokemon/images/5/51/Feraligatr.png/revision/latest/scale-to-width-down/350?cb=20150214145042","Tipo agua","","Torrente","","Feraligatr es un Pokémon de tipo agua introducido en la segunda generación. Es la evolución de Croconaw."
"Ferroseed","https://static.wikia.nocookie.net/espokemon/images/e/e6/Ferroseed.png/revision/latest/scale-to-width-down/260?cb=20110111031154","Tipo planta","Tipo acero","Punta acero","","Ferroseed es un Pokémon tipo planta/acero introducido en la quinta generación."
"Ferrothorn","https://static.wikia.nocookie.net/espokemon/images/5/52/Ferrothorn.png/revision/latest/scale-to-width-down/350?cb=20170617014708","Tipo planta","Tipo acero","Punta acero","","Ferrothorn es un Pokémon de tipo planta/acero introducido en la quinta generación. Es la evolución de Ferroseed."
"Finneon","https://static.wikia.nocookie.net/espokemon/images/d/d3/Finneon.png/revision/latest/scale-to-width-down/350?cb=20170617014816","Tipo agua","","Nado rápido","Colector","Finneon es un Pokémon de tipo agua introducido en la cuarta generación."
"Flaaffy","https://static.wikia.nocookie.net/espokemon/images/e/ed/Flaaffy.png/revision/latest/scale-to-width-down/260?cb=20140206231622","Tipo eléctrico","","Elec. estát.","","Flaaffy es un Pokémon de tipo eléctrico introducido en la segunda generación. Es la evolución de Mareep."
"Flabébé","https://static.wikia.nocookie.net/espokemon/images/c/c6/Flab%C3%A9b%C3%A9_roja.png/revision/latest/scale-to-width-down/260?cb=20130614124211","Tipo hada","","Velo flor","","Flabébé es un Pokémon de tipo hada introducido en la sexta generación. Es uno de los Pokémon más pequeños y livianos."
"Flapple","https://static.wikia.nocookie.net/espokemon/images/e/ef/Flapple.png/revision/latest/scale-to-width-down/350?cb=20200207152411","Tipo planta","Tipo dragón","Gula","","Flapple se asemeja a un reptil dentro de una manzana cortada. Sus extremidades están pegadas al interior de la manzana, pudiendo volar usándola. Conserva los ojos saltones de Applin, pero, a diferencia de este, los tiene amarillos y pegados a cada lado de la parte superior. Posee también un pequeño cuerno en su cabeza que perfora la manzana."
"Flareon","https://static.wikia.nocookie.net/espokemon/images/1/17/Flareon.png/revision/latest/scale-to-width-down/260?cb=20090721162204","Tipo fuego","","Absorbe fuego","","Flareon es un Pokémon de tipo fuego introducido en la primera generación. Es una de las ocho posibles evoluciones de Eevee."
"Fletchinder","https://static.wikia.nocookie.net/espokemon/images/6/6f/Fletchinder.png/revision/latest/scale-to-width-down/350?cb=20170617015059","Tipo fuego","Tipo volador","Cuerpo llama","","Fletchinder es un Pokémon de tipo fuego/volador introducido en la sexta generación. Es la evolución de Fletchling."
"Fletchling","https://static.wikia.nocookie.net/espokemon/images/d/dd/Fletchling.png/revision/latest/scale-to-width-down/260?cb=20140328154622","Tipo normal","Tipo volador","Sacapecho","","Su nombre en inglés procede de una combinación de las palabras inglesas fletching (remeras de flechas) de hatchling (cría) y de fledgling (cría de pájaro que está emplumeciendo)."
"Floatzel","https://static.wikia.nocookie.net/espokemon/images/b/b9/Floatzel.png/revision/latest/scale-to-width-down/350?cb=20170617015243","Tipo agua","","Nado rápido","","Al igual que Buizel, su nombre se forma de las palabras inglesas Float (flotar) y weasel (comadreja)."
"Floette","https://static.wikia.nocookie.net/espokemon/images/3/33/Floette_roja.png/revision/latest/scale-to-width-down/260?cb=20140328162444","Tipo hada","","Velo flor","","Floette es un Pokémon de tipo hada introducido en la sexta generación. Es la evolución de Flabébé."
"Florges","https://static.wikia.nocookie.net/espokemon/images/f/fb/Florges_roja.png/revision/latest/scale-to-width-down/260?cb=20131215200701","Tipo hada","","Velo flor","","Florges es un Pokémon de tipo hada introducido en la sexta generación. Es la evolución de Floette."
"Flygon","https://static.wikia.nocookie.net/espokemon/images/7/72/Flygon.png/revision/latest/scale-to-width-down/350?cb=20170617034435","Tipo tierra","Tipo dragón","Levitación","","Flygon es un Pokémon de tipo tierra/dragón introducido en la tercera generación. Es la evolución de Vibrava."
"Fomantis","https://static.wikia.nocookie.net/espokemon/images/0/02/Fomantis.png/revision/latest/scale-to-width-down/350?cb=20160801161829","Tipo planta","","Defensa hoja","","Fomantis está basado en una mantis orquídea."
"Foongus","https://static.wikia.nocookie.net/espokemon/images/4/4f/Foongus.png/revision/latest/scale-to-width-down/350?cb=20160922192531","Tipo planta","Tipo veneno","Efecto espora","","Foongus es un Pokémon de tipo planta/veneno introducido en la quinta generación."
"Forretress","https://static.wikia.nocookie.net/espokemon/images/d/d6/Forretress.png/revision/latest/scale-to-width-down/260?cb=20140208132250","Tipo bicho","Tipo acero","Robustez","","Forretress es un Pokémon de tipo bicho/acero introducido en la segunda generación. Es la evolución de Pineco."
"Fraxure","https://static.wikia.nocookie.net/espokemon/images/2/21/Fraxure.png/revision/latest/scale-to-width-down/260?cb=20110111032331","Tipo dragón","","Rivalidad","Rompemoldes","Fraxure es un Pokémon de tipo dragón introducido en la quinta generación. Es la forma evolucionada de Axew."
"Frillish","https://static.wikia.nocookie.net/espokemon/images/3/38/Frillish.png/revision/latest/scale-to-width-down/260?cb=20110312234317","Tipo agua","Tipo fantasma","Absorbe agua","Cuerpo maldito","Su nombre puede que venga de las palabras en inglés ""frill"", que significa volante (de tela, por la forma de sus extremidades) y jellyfish que significa medusa."
"Froakie","https://static.wikia.nocookie.net/espokemon/images/8/8e/Froakie.png/revision/latest/scale-to-width-down/260?cb=20130308163804","Tipo agua","","Torrente","","Froakie es un Pokémon de tipo agua introducido en la sexta generación. Se trata de un Pokémon inicial que pueden elegir los entrenadores al comenzar su aventura en toda la región de Kalos, junto con Fennekin y Chespin."
"Frogadier","https://static.wikia.nocookie.net/espokemon/images/9/91/Frogadier.png/revision/latest/scale-to-width-down/260?cb=20131001145811","Tipo agua","","Torrente","","Frogadier es un Pokémon de tipo agua introducido en la sexta generación. Es la evolución de Froakie."
"Froslass","https://static.wikia.nocookie.net/espokemon/images/c/c3/Froslass.png/revision/latest/scale-to-width-down/350?cb=20151130185350","Tipo hielo","Tipo fantasma","Manto níveo","","Froslass es un Pokémon de tipo hielo/fantasma introducido en la cuarta generación. Es una de las dos evoluciones posibles de Snorunt, únicamente si este es hembra. Es la contraparte evolutiva de Glalie."
"Frosmoth","https://static.wikia.nocookie.net/espokemon/images/2/2e/Frosmoth.png/revision/latest/scale-to-width-down/350?cb=20200918074233","Tipo hielo","Tipo bicho","Polvo escudo","","Frosmoth es parecido a una polilla blanca."
"Furfrou","https://static.wikia.nocookie.net/espokemon/images/d/d0/Furfrou.png/revision/latest/scale-to-width-down/260?cb=20131001145812","Tipo normal","","Pelaje recio","","Furfrou es un Pokémon de tipo normal introducido en la sexta generación."
"Furret","https://static.wikia.nocookie.net/espokemon/images/d/de/Furret.png/revision/latest/scale-to-width-down/260?cb=20140206194147","Tipo normal","","Fuga","Vista lince","Su nombre viene de las palabras en inglés furry (peludo) y ferret (hurón)"
"Gabite","https://static.wikia.nocookie.net/espokemon/images/f/f6/Gabite.png/revision/latest/scale-to-width-down/350?cb=20151017105026","Tipo dragón","Tipo tierra","Velo arena","","Gabite es un Pokémon agresivo con los humanos y los Pokémon. Sólo es fiel a su entrenador. Es muy competitivo."
"Gallade","https://static.wikia.nocookie.net/espokemon/images/2/2d/Gallade.png/revision/latest/scale-to-width-down/350?cb=20191008141153","Tipo psíquico","Tipo lucha","Impasible","","Gallade es un Pokémon de tipo psíquico/lucha introducido en la cuarta generación. Es una de las posibles evoluciones de Kirlia y la contraparte evolutiva de Gardevoir. A partir de Pokémon Rubí Omega y Pokémon Zafiro Alfa puede megaevolucionar en Mega-Gallade."
"Galvantula","https://static.wikia.nocookie.net/espokemon/images/7/7f/Galvantula.png/revision/latest/scale-to-width-down/260?cb=20110326182014","Tipo bicho","Tipo eléctrico","Ojocompuesto","Nerviosismo","Galvantula es un Pokémon de tipo bicho/eléctrico introducido en la quinta generación. Es la evolución de Joltik."
"Garbodor","https://static.wikia.nocookie.net/espokemon/images/3/36/Garbodor.png/revision/latest/scale-to-width-down/350?cb=20170617041726","Tipo veneno","","Hedor","Armadura frágil","Garbodor es un Pokémon artificial de tipo veneno introducido en la quinta generación. Es la forma evolucionada de Trubbish."
"Garchomp","https://static.wikia.nocookie.net/espokemon/images/e/e4/Garchomp.png/revision/latest/scale-to-width-down/350?cb=20151006162718","Tipo dragón","Tipo tierra","Velo arena","","Garchomp es un Pokémon de tipo dragón/tierra introducido en la cuarta generación. Es la forma evolucionada de Gabite, a partir de la sexta generación puede megaevolucionar en Mega-Garchomp."
"Gardevoir","https://static.wikia.nocookie.net/espokemon/images/2/28/Gardevoir.png/revision/latest/scale-to-width-down/350?cb=20160309224927","Tipo psíquico","Tipo hada","Sincronía","Rastro","Gardevoir es un Pokémon tipo psíquico/hada2 introducido en la tercera generación. Es una de las dos posibles evoluciones de Kirlia y la contraparte evolutiva de Gallade. A partir de la sexta generación puede megaevolucionar en Mega-Gardevoir."
"Gastly","https://static.wikia.nocookie.net/espokemon/images/c/c1/Gastly.png/revision/latest/scale-to-width-down/350?cb=20170617041942","Tipo fantasma","Tipo veneno","Levitación","","Gastly es un Pokémon tipo fantasma/veneno introducido en la primera generación."
"Gastrodon","https://static.wikia.nocookie.net/espokemon/images/3/3f/Gastrodon.png/revision/latest/scale-to-width-down/260?cb=20080909111727","Tipo agua","Tipo tierra","Viscosidad","Colector","Gastrodon es un Pokémon de tipo agua/tierra introducido en la cuarta generación. Gastrodon conserva la característica más llamativa de Shellos, será de una variante de la especie u otra según donde hubiese nacido Shellos, este u oeste."
"Genesect","https://static.wikia.nocookie.net/espokemon/images/a/ae/Genesect.png/revision/latest/scale-to-width-down/350?cb=20150621184119","Tipo bicho","Tipo acero","Descarga","","Genesect es un Pokémon singular y artificial de tipo bicho/acero introducido en la quinta generación. Se trata de un Pokémon prehistórico mejorado por el Equipo Plasma."
"Gengar","https://static.wikia.nocookie.net/espokemon/images/f/f8/Gengar.png/revision/latest/scale-to-width-down/260?cb=20080908162854","Tipo fantasma","Tipo veneno","Cuerpo maldito","","Gengar es un Pokémon de tipo fantasma/veneno introducido en la primera generación. Es la evolución de Haunter y, a partir de la sexta generación, puede megaevolucionar en Mega-Gengar."
"Geodude","https://static.wikia.nocookie.net/espokemon/images/1/12/Geodude.png/revision/latest/scale-to-width-down/260?cb=20161018163121","Tipo roca","Tipo tierra","Cabeza roca","Robustez","Geodude es un Pokémon de tipo roca/tierra introducido en la primera generación. Es la forma habitual del Geodude de Alola."
"Geodude de Alola","https://static.wikia.nocookie.net/espokemon/images/5/53/Geodude_de_Alola.png/revision/latest/scale-to-width-down/350?cb=20161123164657","Tipo roca","Tipo eléctrico","Imán","Robustez","Geodude de Alola es un Pokémon de tipo roca/eléctrico introducido en la séptima generación. Es la forma regional de Alola de Geodude."
"Gible","https://static.wikia.nocookie.net/espokemon/images/3/37/Gible.png/revision/latest/scale-to-width-down/350?cb=20151017104724","Tipo dragón","Tipo tierra","Velo arena","","Gible es un Pokémon de tipo dragón/tierra introducido en la cuarta generación."
"Gigalith","https://static.wikia.nocookie.net/espokemon/images/6/67/Gigalith.png/revision/latest/scale-to-width-down/260?cb=20110127173217","Tipo roca","","Robustez","Chorro arena","Gigalith es un Pokémon de tipo roca perteneciente a la quinta generación. Es la evolución de Boldore."
"Girafarig","https://static.wikia.nocookie.net/espokemon/images/e/eb/Girafarig.png/revision/latest/scale-to-width-down/350?cb=20160830225024","Tipo normal","Tipo psíquico","Foco interno","Madrugar","Girafarig está basado en una jirafa, pero por su corto cuello y debido al extraño patrón de su pelaje, también tiene cierto parecido a un okapi, el único pariente vivo cercano a las jirafas."
"Giratina","https://static.wikia.nocookie.net/espokemon/images/f/f4/Giratina_modificada.png/revision/latest/scale-to-width-down/350?cb=20150621182843","Tipo fantasma","Tipo dragón","Presión","Levitación","Giratina es un Pokémon legendario de tipo fantasma/dragón introducido en la cuarta generación. Es el encargado de proteger el Mundo Distorsión y la mascota del videojuego Pokémon Platino. Forma parte del trío dragón."
"Glaceon","https://static.wikia.nocookie.net/espokemon/images/f/fa/Glaceon.png/revision/latest/scale-to-width-down/260?cb=20080905135800","Tipo hielo","","Manto níveo","","Glaceon es un Pokémon de tipo hielo introducido en la cuarta generación. Se trata de una de las ocho evoluciones posibles de Eevee."
"Glalie","https://static.wikia.nocookie.net/espokemon/images/0/07/Glalie.png/revision/latest/scale-to-width-down/260?cb=20080910095041","Tipo hielo","","Foco interno","Gélido","Glalie es un Pokémon de tipo hielo introducido en la tercera generación. Es una de las dos evoluciones posibles de Snorunt. Es la contraparte evolutiva de Froslass. A partir de Pokémon Rubí Omega y Pokémon Zafiro Alfa puede megaevolucionar en Mega-Glalie."
"Glameow","https://static.wikia.nocookie.net/espokemon/images/0/08/Glameow.png/revision/latest/scale-to-width-down/260?cb=20080715122820","Tipo normal","","Flexibilidad","Ritmo propio","Glameow es un Pokémon de tipo normal introducido en la cuarta generación."
"Glastrier","https://static.wikia.nocookie.net/espokemon/images/0/03/Glastrier.png/revision/latest/scale-to-width-down/350?cb=20210901160734","Tipo hielo","","","","Glastrier tiene la apariencia de un caballo blanco, con varios picos de hielo en sus cascos, cola y cara."
"Gligar","https://static.wikia.nocookie.net/espokemon/images/2/20/Gligar.png/revision/latest/scale-to-width-down/260?cb=20140205220738","Tipo tierra","Tipo volador","Corte fuerte","Velo arena","Su nombre viene de las palabras en inglés glider (planeador) y de gar, que podría provenir de gargoyle (gárgola) o garish (chillón)."
"Gliscor","https://static.wikia.nocookie.net/espokemon/images/4/40/Gliscor.png/revision/latest/scale-to-width-down/350?cb=20170617042432","Tipo tierra","Tipo volador","Corte fuerte","Velo arena","Gliscor es un Pokémon de tipo tierra/volador introducido en la cuarta generación. Es la evolución de Gligar."
"Gloom","https://static.wikia.nocookie.net/espokemon/images/5/59/Gloom.png/revision/latest/scale-to-width-down/260?cb=20080715114643","Tipo planta","Tipo veneno","Clorofila","","Gloom es un Pokémon de tipo planta/veneno introducido en la primera generación. Es la evolución de Oddish y la contraparte de Weepinbell."
"Gogoat","https://static.wikia.nocookie.net/espokemon/images/5/5d/Gogoat.png/revision/latest/scale-to-width-down/260?cb=20140328172635","Tipo planta","","Herbívoro","","Gogoat es un Pokémon de tipo planta introducido en la sexta generación, es la evolución de Skiddo. Es un Pokémon adelantado."
"Golbat","https://static.wikia.nocookie.net/espokemon/images/2/2c/Golbat.png/revision/latest/scale-to-width-down/350?cb=20170617042709","Tipo veneno","Tipo volador","Foco interno","","Golbat es un Pokémon de tipo veneno/volador introducido en la primera generación. Es la evolución de Zubat."
"Goldeen","https://static.wikia.nocookie.net/espokemon/images/9/99/Goldeen.png/revision/latest/scale-to-width-down/260?cb=20080909112047","Tipo agua","","Nado rápido","Velo agua","Goldeen es un Pokémon de tipo agua introducido en la primera generación."
"Golduck","https://static.wikia.nocookie.net/espokemon/images/c/cf/Golduck.png/revision/latest/scale-to-width-down/260?cb=20080909112056","Tipo agua","","Aclimatación","Humedad","Golduck es un Pokémon de tipo agua introducido en la primera generación. Es la forma evolucionada de Psyduck."
"Golem","https://static.wikia.nocookie.net/espokemon/images/c/ce/Golem.png/revision/latest/scale-to-width-down/260?cb=20161018163156","Tipo roca","Tipo tierra","Cabeza roca","Robustez","Golem es un Pokémon de tipo roca/tierra introducido en la primera generación. Es la evolución de Graveler y la forma habitual del Golem de Alola."
"Golem de Alola","https://static.wikia.nocookie.net/espokemon/images/3/33/Golem_de_Alola.png/revision/latest/scale-to-width-down/350?cb=20170611012336","Tipo roca","Tipo eléctrico","Imán","Robustez","Golem de Alola es un Pokémon de tipo roca/eléctrico introducido en la séptima generación. Es la forma regional de Alola de Golem. Es la evolución del Graveler de Alola."
"Golett","https://static.wikia.nocookie.net/espokemon/images/f/f2/Golett.png/revision/latest/scale-to-width-down/350?cb=20170617043038","Tipo tierra","Tipo fantasma","Puño férreo","Zoquete","Golett es un Pokémon artificial de tipo tierra/fantasma introducido en la quinta generación."
"Golisopod","https://static.wikia.nocookie.net/espokemon/images/d/d4/Golisopod.png/revision/latest/scale-to-width-down/350?cb=20161213011719","Tipo bicho","Tipo agua","Retirada","","Esta inspirado en un samurái y en el isópodo abisal gigante (Bathynomus giganteus), un tipo de crustáceo."
"Golurk","https://static.wikia.nocookie.net/espokemon/images/d/d3/Golurk.png/revision/latest/scale-to-width-down/350?cb=20170617043216","Tipo tierra","Tipo fantasma","Puño férreo","Zoquete","Golurk es un Pokémon artificial de tipo tierra/fantasma introducido en la quinta generación. Es la forma evolucionada de Golett."
"Goodra","https://static.wikia.nocookie.net/espokemon/images/b/bb/Goodra.png/revision/latest/scale-to-width-down/350?cb=20170617045939","Tipo dragón","","Herbívoro","Hidratación","Goodra es un Pokémon de tipo dragón introducido en la sexta generación. Es la evolución de Sliggoo."
"Goomy","https://static.wikia.nocookie.net/espokemon/images/0/05/Goomy.png/revision/latest/scale-to-width-down/350?cb=20170617050112","Tipo dragón","","Herbívoro","Hidratación","Goomy es un Pokémon de tipo dragón introducido en la sexta generación."
"Gorebyss","https://static.wikia.nocookie.net/espokemon/images/4/41/Gorebyss.png/revision/latest/scale-to-width-down/260?cb=20080910095050","Tipo agua","","Nado rápido","","Gorebyss es un Pokémon de tipo agua introducido en la tercera generación y es una de las posibles evoluciones de Clamperl y la contraparte de Huntail."
"Gossifleur","https://static.wikia.nocookie.net/espokemon/images/8/83/Gossifleur.png/revision/latest/scale-to-width-down/350?cb=20190605141414","Tipo planta","","Pelusa","Regeneración","A Gossifleur le gustan los lugares con agua y aire limpios y puros. Su polen tiene efectos curativos tanto en personas como en Pokémon y antiguamente se utilizaba en forma de té como medicina popular para los niños de Galar. Además, es capaz de recorrer grandes distancias empujado por el viento y controla la dirección en la que viaja moviendo sus pétalos y su cuerpo."
"Gothita","https://static.wikia.nocookie.net/espokemon/images/f/f6/Gothita.png/revision/latest/scale-to-width-down/350?cb=20160822222204","Tipo psíquico","","Cacheo","Tenacidad","Gothita es un Pokémon tipo psíquico introducido en la quinta generación. Es la contraparte de Solosis."
"Gothitelle","https://static.wikia.nocookie.net/espokemon/images/3/35/Gothitelle.png/revision/latest/scale-to-width-down/260?cb=20100811205454","Tipo psíquico","","Cacheo","Tenacidad","Gothitelle es un Pokémon de tipo psíquico introducido en la quinta generación. Es la evolución de Gothorita y contraparte de Reuniclus."
"Gothorita","https://static.wikia.nocookie.net/espokemon/images/e/e3/Gothorita.png/revision/latest/scale-to-width-down/260?cb=20110111025632","Tipo psíquico","","Cacheo","Tenacidad","Gothorita es un Pokémon tipo psíquico introducido en la quinta generación. Es la forma evolucionada de Gothita. Es la contraparte de Duosion."
"Gourgeist","https://static.wikia.nocookie.net/espokemon/images/e/e4/Gourgeist.png/revision/latest/scale-to-width-down/260?cb=20131215200701","Tipo fantasma","Tipo planta","Recogida","Cacheo","Gourgeist es un Pokémon de tipo fantasma/planta introducido en la sexta generación. Es la forma evolucionada de Pumpkaboo y la contraparte de Trevenant."
"Granbull","https://static.wikia.nocookie.net/espokemon/images/2/28/Granbull.png/revision/latest/scale-to-width-down/260?cb=20140208155047","Tipo hada","","Intimidación","Pies rápidos","Granbull es un Pokémon de tipo hada2 introducido en la segunda generación. Es la evolución de Snubbull."
"Grapploct","https://static.wikia.nocookie.net/espokemon/images/d/d8/Grapploct.png/revision/latest/scale-to-width-down/350?cb=20200525190524","Tipo lucha","","Flexibilidad","","Grapploct parece estar basado en un pulpo y un luchador. El nombre de su especie también indica que puede estar basado en el estilo de lucha jiu-jitsu. Con respecto a la interrogante de su especie, mientras que Octillery enfatiza la capacidad de un pulpo para disparar tinta, Grapploct parece centrarse en cómo un pulpo agarra a sus presas o depredadores con sus tentáculos y son capaces de atrapar a sus presas y enemigos con su elasticidad. También puede hacer referencia a la lucha de pulpo, una práctica en la que un buzo lucha con un pulpo e intenta llevarlo a la superficie."
